응답자ID,답변 ID,시작일시,종료일시,D1,점포,고객기대수준,낮은 기대수준 이유,과거 부정적 쇼핑 요소,고객인지품질,고객인지가치,직원 서비스,정보 제공,상품 준비,신속 결제,매장 환경,인도 만족도,인도 불만족 이유,실 대기시간,적정 대기시간,불만 제기 유무,불만 항목,불만 처리 과정 만족도,재이용의향률,제공받고 싶은 서비스,추가 의견
592.0,599-83-19964,2024-05-18 18:19:48,2024-05-18 18:20:45,0524042729600002,명동점,2.0,타 면세점이 익숙함,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
593.0,458-76-93350,2024-05-18 19:47:33,2024-05-18 19:48:07,0524041405400003,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
594.0,581-81-09675,2024-05-19 14:12:59,2024-05-19 14:14:14,0524042101400002,명동점,6.0,,,6.0,6.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,더 많은 상품~~,
595.0,372-27-27080,2024-05-19 14:17:14,2024-05-19 14:19:45,0524042725600022,명동점,4.0,타 면세점이 익숙함,,5.0,3.0,5.0,5.0,3.0,7.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
596.0,679-66-24504,2024-05-19 14:21:08,2024-05-19 14:24:56,0524031533900017,명동점,4.0,타 면세점이 익숙함,,4.0,4.0,4.0,3.0,3.0,4.0,6.0,3.0,인도 시 장시간 대기,21분 ~ 30분,10분,불만을 제기한 경험이 없다.,,,예.,,일부러 문의하지않아도 가격표시나 프로모션을 제품에 표기해주시면 좋겠네요
597.0,561-79-41842,2024-05-19 14:29:33,2024-05-19 14:30:16,0124040825900004,부산점,6.0,,,2.0,4.0,6.0,6.0,5.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
598.0,559-83-19202,2024-05-19 14:31:11,2024-05-19 14:36:14,0124050111200002,부산점,4.0,기타: 코로나,,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,다양한 제품이 구비돼었으면좋겠다,매장 수도 적고 상품도 다양하지 않다ㆍ화장품밖에 살게 없었다ㆍ
599.0,896-05-54492,2024-05-19 14:52:31,2024-05-19 14:54:08,1424051216300385,인천공항점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,추가 할인,환율이 너무 올라 면세가 면세가 아닙니다
600.0,507-20-54971,2024-05-19 14:54:55,2024-05-19 14:57:48,1424051215700006,인천공항점,6.0,,,2.0,2.0,1.0,3.0,4.0,5.0,4.0,,,,,불만을 제기한 경험이 없다.,,,아니오.,,상품이외의 당일 상품 판매 조건 및 기타 고객에게 도움이 되는 안내 사항에 대한 상세함이 보완되어야 할 것 같습니다.
601.0,859-18-84368,2024-05-19 15:13:48,2024-05-19 15:14:40,1624051215800015,인천공항점,7.0,,,5.0,5.0,5.0,6.0,4.0,6.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
602.0,376-36-91437,2024-05-19 15:22:52,2024-05-19 15:23:19,1424051216200177,인천공항점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
603.0,752-06-45216,2024-05-20 14:05:14,2024-05-20 14:07:37,0524032721800015,명동점,6.0,,,6.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,,,,불만이 있었지만 제기하지 않았다.,결제오류,,예.,결제하는데 너무 오래 걸려요.,같은제품 2개 따로 결제했는데 가격 오류되서 겨우 해결한적 있어요.
604.0,970-33-94237,2024-05-20 14:12:15,2024-05-20 14:13:20,0524050233400001,명동점,7.0,,,4.0,4.0,4.0,7.0,4.0,6.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
605.0,678-44-72377,2024-05-20 14:20:00,2024-05-20 14:21:51,0524041722400004,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,"타 면세점처럼 외국인 방송 구매자들이 없어서 너무 좋았습니다. 면세점 입장에서는 개인보다 해외 대량 구입자들이 더 많이 구입하여 회사 매출에 도움이 될텐데, 일반 소비자들이 쇼핑하기에 너무 쾌적해허 좋았습니다!"
606.0,701-37-94646,2024-05-20 14:30:35,2024-05-20 14:32:26,0524051134200022,명동점,6.0,,,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
607.0,217-71-57483,2024-05-20 14:32:44,2024-05-20 14:34:22,0124051103600006,부산점,7.0,,,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
608.0,104-15-53210,2024-05-20 14:43:04,2024-05-20 14:46:13,0524050908200073,명동점,5.0,,,6.0,4.0,7.0,7.0,2.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,없음,
609.0,653-84-37604,2024-05-20 15:27:28,2024-05-20 15:28:13,0524051229300001,명동점,7.0,,,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
610.0,755-99-26781,2024-05-20 15:50:18,2024-05-20 15:50:51,0524050106400001,인천공항점,6.0,,,6.0,6.0,7.0,6.0,6.0,6.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
611.0,141-16-05144,2024-05-20 16:41:12,2024-05-20 16:41:56,0524051138900002,명동점,7.0,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,브랜드별 세일 정보 제공,
612.0,574-30-93903,2024-05-21 06:37:57,2024-05-21 06:38:52,0124042807600005,부산점,7.0,,,6.0,4.0,7.0,7.0,7.0,7.0,4.0,7.0,,,,불만을 제기한 경험이 없다.,,,아니오.,아니요,
613.0,306-96-93455,2024-05-21 08:32:45,2024-05-21 08:34:05,0124051207900011,부산점,5.0,,,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
614.0,752-27-86433,2024-05-21 14:04:30,2024-05-21 14:09:28,0524041414500001,명동점,7.0,,,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,,,,불만이 있었지만 제기하지 않았다.,상품 품절 및 다양성 부족,,예.,같은 가네보 화장품이 현대면세점이 더 싸요 신세계  가네보매장의 팀장님이 워낙 잘해주셔서 신세계가지만 왜 현대면세점이 더 싼지??? 40% discount 한거 사ㅛ다고 아무 혜택도 없다고 고객서비스센터 얼마나 못되게 구는지 친절하고는 담싼사람이 왜 고객응대를 하는지???,현대면세점은 가네보 50% discount해서 거기까지 가야하는게 불편 그래도 신세계에가지만 그건 다 거기 팀장님 이 정말 친절해서
615.0,100-35-38596,2024-05-21 14:11:05,2024-05-21 14:11:44,0524032102400021,명동점,7.0,,,5.0,5.0,7.0,6.0,3.0,5.0,7.0,5.0,,,,불만을 제기한 경험이 없다.,,,예.,보다 다양한 브랜드 제품 판매. 추가적립금 제외브랜드 적용되는 브랜드 사전에 알려주기,
616.0,841-08-91144,2024-05-21 14:10:51,2024-05-21 14:13:05,0524050118000003,명동점,5.0,,,5.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,,,,불만이 있었지만 제기하지 않았다.,직원 불친절,,예.,"재고 확인 정확도 향상, 직원 태도 불친절함","재고 확인 정확도 향상, 직원 태도 불친절함"
617.0,773-96-12323,2024-05-21 14:12:01,2024-05-21 14:13:11,0124050402900005,부산점,2.0,타 면세점이 익숙함,,2.0,2.0,4.0,4.0,1.0,5.0,3.0,5.0,,,,불만이 있었지만 제기하지 않았다.,상품 품절 및 다양성 부족,,아니오.,,
618.0,547-18-78468,2024-05-21 14:13:40,2024-05-21 14:14:26,0524050400400013,명동점,6.0,,,5.0,5.0,6.0,6.0,4.0,6.0,6.0,5.0,,,,불만이 있었지만 제기하지 않았다.,상품 품절 및 다양성 부족,,예.,,
619.0,395-19-50181,2024-05-21 14:13:35,2024-05-21 14:15:03,0524050426300024,명동점,4.0,타 면세점이 익숙함,,5.0,5.0,5.0,4.0,2.0,4.0,5.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
620.0,196-32-21237,2024-05-21 14:12:20,2024-05-21 14:17:59,0524041208800012,명동점,7.0,,,1.0,1.0,4.0,1.0,1.0,4.0,7.0,4.0,직원 불친절,,,불만을 제기한 경험이 없다.,,,아니오.,신세계 명동점 면세점에서 랑콤 료션이 매번 없어 아래층 백화점에서  구입했다,면세점 직원들 교육이 필요하다
621.0,876-51-47469,2024-05-21 14:18:37,2024-05-21 14:19:38,0124040912900002,부산점,7.0,,,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
622.0,480-66-09966,2024-05-21 14:18:17,2024-05-21 14:19:41,0524051012300001,인천공항점,5.0,,,5.0,5.0,4.0,4.0,3.0,5.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
623.0,497-24-31932,2024-05-21 14:25:22,2024-05-21 14:26:21,0124051107900005,부산점,6.0,,,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
624.0,477-31-24642,2024-05-21 14:31:54,2024-05-21 14:33:42,0524050826300006,명동점,6.0,,,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,더 다양한 제품들이 많이 있었으면 좋겠다
625.0,937-27-27748,2024-05-21 14:37:14,2024-05-21 14:38:26,0524051239500005,명동점,6.0,,,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,오프라인 면세점 매장 및 상품정보,
626.0,939-49-63096,2024-05-21 14:51:29,2024-05-21 14:52:19,0524043022500038,명동점,5.0,,,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,불만을 제기한 경험이 없다.,,,예.,,
627.0,670-19-38938,2024-05-21 15:02:33,2024-05-21 15:04:58,0524050807200021,명동점,5.0,,,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,,,,불만을 제기한 경험이 없다.,,,예.,,물품이 좀더 다양 했으면 좋겠다.
628.0,535-97-68915,2024-05-21 15:47:57,2024-05-21 15:49:29,0524031803400027,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만이 있었지만 제기하지 않았다.,"상품 품절 및 다양성 부족, 결제오류",,예.,없음,계산직원들의 다양한 적용가능이나 이벤트 인지필요
629.0,190-31-26946,2024-05-21 17:17:46,2024-05-21 17:22:27,0124050917500001,부산점,4.0,기타: 물건이 없어서 고를수가없음,,3.0,4.0,4.0,5.0,1.0,4.0,7.0,5.0,,,,불만을 제기한 경험이 없다.,,,아니오.,,
630.0,521-67-13700,2024-05-21 17:53:12,2024-05-21 17:54:25,0524050705000007,명동점,5.0,,,5.0,6.0,4.0,5.0,6.0,6.0,7.0,6.0,,,,불만이 있었지만 제기하지 않았다.,직원 불친절,,예.,,
631.0,485-00-48081,2024-05-21 18:01:32,2024-05-21 18:02:54,0524042400400021,명동점,5.0,,,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,더많은포인트,오프라인사용포인트쿠폰알기쉽게안내
632.0,465-67-88802,2024-05-21 19:35:39,2024-05-21 19:37:34,0124051119700003,부산점,6.0,,,4.0,4.0,5.0,5.0,4.0,5.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,아니오.,다양한 상품,
633.0,456-15-47021,2024-05-22 14:11:53,2024-05-22 14:12:45,0524042804600003,명동점,5.0,,,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
634.0,389-89-57389,2024-05-22 14:21:07,2024-05-22 14:21:39,0524051126200017,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
635.0,383-81-98939,2024-05-22 14:21:18,2024-05-22 14:22:15,0524042733600004,명동점,4.0,타 면세점이 익숙함,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
636.0,800-96-68226,2024-05-22 14:20:28,2024-05-22 14:22:45,0124050119800006,부산점,4.0,기타: 제품이 너무 없음,,4.0,6.0,6.0,7.0,1.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,다양한 제품 구매할수있도록 조치요망
637.0,481-41-55613,2024-05-22 14:25:45,2024-05-22 14:26:22,0524050839200046,명동점,5.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
638.0,709-21-52688,2024-05-22 14:29:43,2024-05-22 14:38:31,0524051114600005,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,"인도 상품 및 과정에 대한 설명 부족, 상품 불량, 기타: 구입할때와 다른 상품이 인도됨, 판매직원의 실수 인지 인도상의 문제인지",,,불만을 제기한 경험이 없다.,,,아니오.,,"향수 구입시 매장에 방문해 향이 좋아 두가지 중에 한참을 고민하고, 다시 가서 원하는 향을 말씀드리고 구매했습니다. 인도하고 여행지 가서 풀어보니 다른 향이 인도 되었고, 실제 구입한 향이 아니기에 당황했습니다. 실제 교환권과 인도당시 제품명을 제대로 확인하지 못했던 부분도 있었지만, 직원을 믿고 고민하다 구매했기에 확인하지 않은 부분도 있습니다. 받은 향도 맘에 들어 고민했던 부분도 있고 반품이나 이런 과정도 번거로워 그냥 사용하기로 했지만, 이런 경험을 다시 하고 싶지는 않네요."
639.0,319-50-34635,2024-05-22 14:37:58,2024-05-22 14:38:39,0124050604200002,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
640.0,939-20-23932,2024-05-22 14:47:12,2024-05-22 14:48:45,0524050139200012,명동점,7.0,,,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
641.0,278-84-73315,2024-05-22 15:08:55,2024-05-22 15:10:09,0524050311800009,인천공항점,5.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,수령 장소에서 환불이나 교환 신청,
642.0,420-60-69238,2024-05-22 15:13:32,2024-05-22 15:16:00,0524042623300009,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
643.0,351-38-82777,2024-05-22 17:45:42,2024-05-22 17:47:33,0524042837600023,명동점,7.0,,,7.0,4.0,7.0,7.0,7.0,7.0,7.0,4.0,인도 시 장시간 대기,21분 ~ 30분,5분,불만을 제기한 경험이 없다.,,,예.,,
644.0,943-39-91441,2024-05-22 21:30:33,2024-05-22 21:31:03,0524050400500014,명동점,5.0,,,6.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
645.0,747-38-71375,2024-05-22 22:50:36,2024-05-22 22:52:50,0124051226400006,부산점,7.0,,,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,좀더 다양함 제품들이 구비되기를,제품이 적어요 ㅜㅜ
646.0,357-55-29816,2024-05-23 09:37:38,2024-05-23 09:38:17,0524050311800008,명동점,7.0,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,입국수령,
647.0,862-11-05399,2024-05-23 14:09:55,2024-05-23 14:14:42,0524050514700013,명동점,7.0,,,4.0,5.0,5.0,4.0,4.0,4.0,6.0,5.0,,,,불만을 제기한 경험이 있다.,상품 품절 및 다양성 부족,예.,예.,,
648.0,789-81-06749,2024-05-23 14:20:08,2024-05-23 14:22:06,1424051611800042,인천공항점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,"모두친절하셔서,  괜찮습니다",직원이 친절하게 응대해주셔서 많은도움되었습니다
649.0,745-40-42973,2024-05-23 14:21:43,2024-05-23 14:22:38,1424051612800132,인천공항점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
650.0,501-92-20878,2024-05-23 14:26:07,2024-05-23 14:27:05,1424051615100175,인천공항점,5.0,,,6.0,6.0,6.0,6.0,7.0,6.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
651.0,950-31-92511,2024-05-23 14:29:35,2024-05-23 14:30:20,0124051507900007,부산점,6.0,,,5.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
652.0,984-45-01563,2024-05-23 14:31:07,2024-05-23 14:31:43,1424051613700019,인천공항점,5.0,,,5.0,5.0,6.0,5.0,5.0,6.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
653.0,205-39-58840,2024-05-23 14:32:32,2024-05-23 14:33:16,1424051611200046,인천공항점,6.0,,,7.0,4.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
654.0,542-71-68851,2024-05-23 14:37:12,2024-05-23 14:39:03,1624051614400033,인천공항점,6.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
655.0,513-37-74255,2024-05-23 14:37:55,2024-05-23 14:39:06,1424051611000053,인천공항점,5.0,,,4.0,4.0,4.0,5.0,4.0,6.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
656.0,282-89-12708,2024-05-23 14:37:43,2024-05-23 14:41:36,1424051613600024,인천공항점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,시슬리헤어제품이 따로 있어서 좀 불편했음,시슬리 제품 함께 있어주었으면.. 헤어제품 넘 멀어서 시간상 사지못함
657.0,467-36-30330,2024-05-23 14:45:03,2024-05-23 14:46:09,1524051663000016,인천공항점,1.0,타 면세점이 익숙함,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
658.0,979-06-47454,2024-05-23 14:46:30,2024-05-23 14:48:11,1624051614600015,인천공항점,4.0,타 면세점이 익숙함,,6.0,6.0,7.0,7.0,6.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
659.0,816-27-17717,2024-05-23 14:55:41,2024-05-23 14:56:52,1424051612000010,인천공항점,5.0,,,5.0,5.0,4.0,1.0,4.0,5.0,4.0,,,,,불만을 제기한 경험이 없다.,,,아니오.,,
660.0,376-68-60874,2024-05-23 14:55:25,2024-05-23 14:57:37,0124050717500002,부산점,6.0,,,4.0,6.0,7.0,7.0,6.0,7.0,7.0,2.0,기타: 다른제품이 왔슴,,,불만이 있었지만 제기하지 않았다.,결제오류,,예.,제품명  단디 챙겨주세요,제품오류
661.0,351-16-69159,2024-05-23 15:16:51,2024-05-23 15:18:17,0124051207300004,부산점,5.0,,,5.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
662.0,982-02-32330,2024-05-23 16:10:06,2024-05-23 16:11:45,0524050319400009,명동점,6.0,,,3.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,,,,불만을 제기한 경험이 있다.,이벤트,예.,예.,내국인을 위한 이벤트좀 했으면 좋겠네요 중국인만 챙기는듯,
663.0,306-21-42893,2024-05-23 17:31:36,2024-05-23 17:32:55,1424051614600067,인천공항점,6.0,,,7.0,6.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
664.0,897-10-55912,2024-05-24 03:57:42,2024-05-24 03:59:00,0524051221800004,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
665.0,192-99-34266,2024-05-24 11:26:25,2024-05-24 11:28:23,1424051611800009,인천공항점,4.0,타 면세점이 익숙함,,7.0,5.0,7.0,7.0,2.0,4.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
666.0,759-92-37504,2024-05-24 14:02:28,2024-05-24 14:03:31,0524032403900001,명동점,5.0,,,5.0,4.0,5.0,4.0,3.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,Vip 할인,
667.0,379-17-78997,2024-05-24 14:14:34,2024-05-24 14:16:16,0524042922500031,명동점,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,,,,불만을 제기한 경험이 없다.,,,예.,,
668.0,735-33-63501,2024-05-24 14:20:13,2024-05-24 14:21:37,1624051705500180,인천공항점,5.0,,,5.0,4.0,5.0,5.0,6.0,7.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
669.0,260-85-34887,2024-05-24 14:20:57,2024-05-24 14:22:19,1624051712000010,인천공항점,6.0,,,6.0,4.0,7.0,7.0,4.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,다양한 물품구비
670.0,900-52-38656,2024-05-24 14:21:20,2024-05-24 14:22:38,1424051716200575,인천공항점,6.0,,,6.0,5.0,6.0,6.0,5.0,6.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,적립금? 이벤트?,품절제품 많이빨리 들어오면 좋겟어요 ㅠㅠ
671.0,739-56-00956,2024-05-24 14:23:38,2024-05-24 14:24:59,1424051710100001,인천공항점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
672.0,478-32-88979,2024-05-24 14:24:47,2024-05-24 14:25:44,1424051716300629,인천공항점,7.0,,,4.0,5.0,6.0,6.0,6.0,5.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
673.0,905-36-16895,2024-05-24 14:25:01,2024-05-24 14:26:12,1424051715900007,인천공항점,6.0,,,4.0,4.0,5.0,4.0,5.0,4.0,4.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
674.0,407-14-40957,2024-05-24 14:27:17,2024-05-24 14:28:07,0124051117200005,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
675.0,261-45-86009,2024-05-24 14:29:34,2024-05-24 14:30:06,1424051713600018,인천공항점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
676.0,415-20-10115,2024-05-24 14:29:42,2024-05-24 14:30:14,1724051706600005,인천공항점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
677.0,626-91-86450,2024-05-24 14:45:37,2024-05-24 14:48:55,1624051715500044,인천공항점,5.0,,,5.0,4.0,5.0,5.0,4.0,5.0,5.0,,,,,불만이 있었지만 제기하지 않았다.,상품 품절 및 다양성 부족,,예.,위치안내서비스,타사제품 문의시 대강대강 안내받아서 기분이 나빴습니다
678.0,638-44-16522,2024-05-24 15:04:38,2024-05-24 15:05:37,1624051712400017,인천공항점,7.0,,,5.0,5.0,4.0,5.0,5.0,6.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
679.0,945-32-22003,2024-05-24 15:06:29,2024-05-24 15:07:03,1724051707100051,인천공항점,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
680.0,749-88-95671,2024-05-24 15:09:31,2024-05-24 15:10:19,0524051225700001,명동점,7.0,,,6.0,6.0,6.0,6.0,5.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
681.0,482-18-08548,2024-05-24 15:09:50,2024-05-24 15:11:07,1424051711800015,인천공항점,5.0,,,4.0,6.0,6.0,6.0,5.0,6.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
682.0,756-80-47362,2024-05-24 15:29:01,2024-05-24 15:30:09,0524031606700005,명동점,5.0,,,7.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
683.0,518-18-81333,2024-05-24 15:46:28,2024-05-24 15:48:42,0524050610400001,인천공항점,5.0,,,4.0,4.0,5.0,5.0,3.0,5.0,6.0,,,,,불만이 있었지만 제기하지 않았다.,상품 품절 및 다양성 부족,,예.,,
684.0,237-48-31339,2024-05-24 16:06:27,2024-05-24 16:07:22,1624051717500009,인천공항점,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,없음,없음
685.0,912-68-39544,2024-05-24 16:17:21,2024-05-24 16:20:50,0524050937400010,명동점,7.0,,,7.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,준비가안돼서  구입 못했어요,
686.0,466-51-41041,2024-05-24 17:22:49,2024-05-24 17:23:30,0524051116200004,명동점,6.0,,,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
687.0,631-12-76616,2024-05-24 17:55:31,2024-05-24 17:57:03,0524050534400001,명동점,7.0,,,7.0,5.0,7.0,7.0,5.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,충분합니다,수고하세요
688.0,990-49-47524,2024-05-24 22:44:24,2024-05-24 22:46:33,0524050637500002,명동점,6.0,,,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,,,,불만을 제기한 경험이 없다.,,,예.,,신세계 공항 인도장이 경쟁사보다 규모가 작아서 신속성이 떨어지는 듯 합니다
689.0,310-81-48299,2024-05-25 14:05:40,2024-05-25 14:06:14,0524032926200001,인천공항점,7.0,,,7.0,7.0,7.0,7.0,6.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
690.0,480-18-39588,2024-05-25 14:05:23,2024-05-25 14:08:00,0524032422500018,명동점,6.0,,,6.0,6.0,5.0,6.0,5.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,직원들이 한국어가 더 능숙했으면 좋겠음,아기 동반이어서 엘리베이터를 이용해야 하는데 면세점 층간 이동이 가능한 엘리베이터가 딱 1대밖에 없어서 기다리다가 지침. 게다가 만원일때도 많아서 한참 기다리는 경우가 다반사. 엘리베이터 분배를 다시 생각했으면 좋겠음.
691.0,362-20-85300,2024-05-25 14:17:40,2024-05-25 14:18:47,0524042203400003,명동점,3.0,타 면세점이 익숙함,,4.0,5.0,6.0,7.0,6.0,7.0,7.0,2.0,인도 시 장시간 대기,16분 ~ 20분,5분,불만을 제기한 경험이 없다.,,,아니오.,무,무
692.0,581-86-59728,2024-05-25 14:47:26,2024-05-25 14:50:31,1424051807600006,인천공항점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,더 자세한 매장 지도나 취급 품목 안내요.,모두 친절하셔서 감사했습니다.
693.0,683-00-42628,2024-05-25 14:53:11,2024-05-25 14:53:47,1624051805600167,인천공항점,6.0,,,6.0,6.0,6.0,6.0,6.0,5.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,주류 픽업 서비스,
694.0,995-07-84491,2024-05-25 14:55:00,2024-05-25 14:55:38,1424051815000183,인천공항점,7.0,,,7.0,7.0,7.0,7.0,5.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
